group_code,site_code,marine_site_name,marine_sort_order,latitude,longitude,survey_date,survey_type,target_assemblage,method_code,species_code,disease_category,size_bin,Sum(total),mpa_designation,mpa_region,georegion,bioregion,state_province,island,last_updated
UCSC,ESP,Ecola,4100,45.91809082,-123.98031,7/13/2014,standard,sea_star,IP,PISOCH,severe,110,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
UCSC,ESP,Ecola,4100,45.91809082,-123.98031,7/13/2014,standard,sea_star,IP,PISOCH,severe,180,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,30,10,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,20,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,70,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,60,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,100,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,110,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,mild,70,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,50,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,healthy,140,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,mild,30,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,mild,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/2/2015,standard,sea_star,IP,PISOCH,mild,130,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,10,55,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,20,46,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,30,30,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,5,27,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,40,17,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,60,8,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,70,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,50,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,80,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,110,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,healthy,130,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/20/2016,standard,sea_star,IP,PISOCH,mild,110,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,20,50,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,10,24,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,30,23,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,40,7,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,90,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,50,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,100,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,60,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,80,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,110,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,120,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,healthy,170,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,mild,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,mild,120,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/8/2017,standard,sea_star,IP,PISOCH,mild,130,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,20,38,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,30,29,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,40,14,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,70,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,50,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,80,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,60,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,110,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,10,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,130,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,90,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,150,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,healthy,160,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,7/16/2018,standard,sea_star,IP,PISOCH,mild,110,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,50,22,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,30,21,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,20,19,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,40,16,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,10,13,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,70,10,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,60,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,80,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,90,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,100,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,110,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,120,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/1/2019,standard,sea_star,IP,PISOCH,healthy,140,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,30,40,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,20,35,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,10,20,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,40,20,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,50,17,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,60,17,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,90,13,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,150,11,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,5,8,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,70,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,80,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,140,6,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,110,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,120,5,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,100,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,190,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,130,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,160,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,180,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
ONP,ESP,Ecola,4100,45.91809082,-123.98031,8/21/2021,standard,sea_star,IP,PISOCH,healthy,170,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,130,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,60,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,120,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,140,3,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,healthy,10,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,healthy,30,4,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,healthy,20,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,healthy,110,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,severe,20,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,severe,120,2,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,healthy,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,10,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,30,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,40,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,70,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,90,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
HRAP,HRNB,Haystack Rock N Boulders,4105,45.88437271,-123.96712,7/14/2014,cs int,sea_star,IP,PISOCH,mild,100,1,NONE,NONE,OR,WA Olympic Coast to San Francisco,Oregon,Mainland,11/22/22 14:23
